v1,v2,result
5.37,3.0,8.370000000000001
5.75,7.91,13.66
7.68,7.7,15.379999999999999
8.41,9.81,18.22
7.56,5.85,13.41
8.64,4.45,13.09
2.42,8.51,10.93
5.11,2.39,7.5
3.75,6.43,10.18
4.63,9.18,13.809999999999999
4.43,6.31,10.739999999999998
2.41,7.78,10.190000000000001
0.7,1.62,2.3200000000000003
9.58,1.82,11.4
5.21,3.58,8.79
7.87,4.13,12.0
2.03,3.79,5.82
6.96,3.78,10.74
6.65,5.98,12.63
6.68,5.1,11.78
2.92,2.73,5.65
1.33,2.27,3.6
7.21,5.34,12.55
9.65,9.02,18.67
8.97,2.7,11.670000000000002
7.84,5.22,13.059999999999999
5.82,4.21,10.030000000000001
1.67,1.6,3.27
2.88,3.19,6.07
9.97,4.78,14.75
7.94,2.64,10.58
4.95,0.48,5.43
4.96,5.11,10.07
0.15,9.13,9.280000000000001
4.39,6.04,10.43
3.7,4.22,7.92
5.35,7.92,13.27
5.65,6.09,11.74
7.12,5.03,12.15
2.58,5.67,8.25
3.69,5.52,9.209999999999999
7.51,5.26,12.77
8.29,6.58,14.87
4.54,4.49,9.030000000000001
1.81,0.43,2.24
6.43,5.36,11.79
7.52,8.95,16.47
5.3,8.86,14.16
9.3,8.09,17.39
3.66,0.16,3.8200000000000003
1.27,9.51,10.78
0.51,6.37,6.88
3.16,7.3,10.46
0.84,8.97,9.81
7.06,9.54,16.599999999999998
7.12,8.88,16.0
7.02,9.01,16.03
2.79,4.55,7.34
4.96,8.3,13.260000000000002
8.32,9.09,17.41
2.97,4.89,7.859999999999999
9.18,1.53,10.709999999999999
7.44,1.35,8.790000000000001
5.49,4.43,9.92
0.18,5.2,5.38
8.05,1.4,9.450000000000001
1.66,4.84,6.5
5.51,9.08,14.59
2.86,0.01,2.8699999999999997
1.73,7.69,9.42
9.62,1.27,10.889999999999999
1.41,7.27,8.68
9.07,5.36,14.43
7.13,8.11,15.239999999999998
7.11,0.91,8.02
9.4,9.47,18.87
6.1,4.3,10.399999999999999
6.09,5.03,11.120000000000001
8.6,6.43,15.03
5.83,0.42,6.25
2.52,0.33,2.85
8.55,0.08,8.63
1.33,8.96,10.290000000000001
4.14,1.59,5.7299999999999995
2.0,2.84,4.84
1.07,4.49,5.5600000000000005
5.52,5.47,10.989999999999998
5.31,3.0,8.309999999999999
3.61,9.35,12.959999999999999
2.36,0.82,3.1799999999999997
5.21,7.81,13.02
2.37,2.16,4.53
3.81,4.02,7.83
0.62,5.42,6.04
1.7,9.18,10.879999999999999
7.46,0.16,7.62
0.0,5.87,5.87
2.2,2.96,5.16
8.57,4.2,12.77
2.34,3.85,6.1899999999999995
8.26,5.81,14.07
0.2,0.66,0.8600000000000001
7.75,2.4,10.15
4.74,1.41,6.15
8.09,2.27,10.36
4.96,3.07,8.03
3.22,3.93,7.15
0.6,6.43,7.029999999999999
8.29,5.33,13.62
2.65,1.87,4.52
6.7,7.9,14.600000000000001
1.83,3.21,5.04
4.64,2.03,6.67
5.78,6.13,11.91
8.98,6.03,15.010000000000002
4.35,6.81,11.16
4.57,6.79,11.36
8.03,5.52,13.549999999999999
1.81,2.58,4.390000000000001
6.06,2.64,8.7
7.36,4.45,11.81
5.15,7.9,13.05
6.49,9.55,16.04
9.67,7.59,17.259999999999998
0.7,8.23,8.93
8.85,0.43,9.28
9.52,1.05,10.57
8.32,5.5,13.82
0.16,0.74,0.9
0.44,9.11,9.549999999999999
7.07,1.34,8.41
1.31,7.07,8.38
1.35,0.31,1.6600000000000001
0.76,2.24,3.0
8.32,0.44,8.76
6.25,0.32,6.57
7.43,1.7,9.129999999999999
8.1,1.97,10.07
4.38,5.58,9.96
4.48,8.55,13.030000000000001
2.29,5.66,7.95
2.7,8.57,11.27
6.83,2.34,9.17
4.57,3.29,7.86
5.71,5.43,11.14
8.45,8.73,17.18
1.52,0.74,2.26
8.11,3.07,11.18
8.42,4.0,12.42
6.74,6.19,12.93
2.4,7.8,10.2
6.95,6.54,13.49
1.59,1.97,3.56
9.33,0.36,9.69
0.0,5.23,5.23
7.7,4.66,12.36
9.51,9.69,19.2
6.44,4.0,10.440000000000001
5.61,1.91,7.5200000000000005
7.63,2.95,10.58
7.43,0.06,7.489999999999999
0.27,1.25,1.52
0.67,8.93,9.6
3.2,1.41,4.61
2.22,5.25,7.470000000000001
5.99,6.77,12.76
3.65,3.35,7.0
6.37,6.62,12.99
9.12,3.33,12.45
0.07,1.48,1.55
5.15,9.42,14.57
6.43,2.54,8.969999999999999
4.12,3.0,7.12
4.95,3.33,8.280000000000001
9.9,3.29,13.190000000000001
1.59,3.86,5.45
5.35,3.35,8.7
5.08,7.29,12.370000000000001
7.58,3.23,10.81
5.79,2.17,7.96
1.17,6.48,7.65
1.37,2.9,4.27
5.8,5.54,11.34
3.19,1.37,4.5600000000000005
9.49,5.26,14.75
1.25,6.91,8.16
0.96,9.93,10.89
3.17,5.18,8.35
5.4,7.43,12.83
7.47,7.1,14.57
1.02,6.79,7.8100000000000005
6.49,6.35,12.84
3.95,6.82,10.77
7.87,6.59,14.46
0.29,8.67,8.959999999999999
1.79,9.47,11.260000000000002
9.96,9.42,19.380000000000003
7.44,1.6,9.040000000000001
7.53,2.06,9.59
3.4,8.09,11.49
8.03,6.91,14.94
4.33,0.47,4.8
7.94,4.49,12.43
7.0,2.43,9.43
0.35,3.21,3.56
5.34,7.91,13.25
2.1,6.1,8.2
4.36,0.89,5.25
2.78,4.92,7.699999999999999
9.39,0.45,9.84
4.46,9.68,14.14
9.03,6.59,15.62
0.73,5.64,6.369999999999999
9.16,5.88,15.04
6.66,5.64,12.3
8.15,6.98,15.13
5.38,4.82,10.2
5.62,9.0,14.620000000000001
8.09,0.09,8.18
8.02,3.33,11.35
0.9,5.48,6.380000000000001
3.32,0.15,3.4699999999999998
1.06,2.37,3.43
7.66,7.88,15.54
4.71,3.91,8.620000000000001
7.85,6.32,14.17
7.58,2.17,9.75
2.21,9.2,11.41
6.65,7.02,13.67
5.47,1.26,6.7299999999999995
8.99,3.29,12.280000000000001
2.37,9.4,11.77
9.86,9.61,19.47
8.61,1.18,9.79
7.02,9.1,16.119999999999997
2.03,0.86,2.8899999999999997
9.17,3.18,12.35
0.98,7.16,8.14
9.8,4.55,14.350000000000001
4.56,6.64,11.2
5.37,6.29,11.66
8.44,6.66,15.1
0.57,4.42,4.99
8.07,4.39,12.46
9.58,3.38,12.96
3.32,0.99,4.31
2.39,7.07,9.46
1.07,2.55,3.62
1.06,5.54,6.6
3.74,4.38,8.120000000000001
1.27,1.0,2.27
7.01,9.62,16.63
4.48,2.7,7.180000000000001
0.53,9.29,9.819999999999999
5.65,4.98,10.63
7.45,4.27,11.719999999999999
6.33,4.46,10.79
7.03,3.27,10.3
8.77,4.31,13.079999999999998
3.88,1.16,5.04
2.27,6.46,8.73
1.23,0.33,1.56
1.03,7.79,8.82
9.38,3.61,12.99
7.66,7.72,15.379999999999999
7.7,6.1,13.8
9.91,2.71,12.620000000000001
1.16,2.32,3.4799999999999995
6.6,8.08,14.68
3.94,2.23,6.17
0.26,4.72,4.9799999999999995
8.12,1.27,9.389999999999999
5.51,8.37,13.879999999999999
3.81,6.53,10.34
8.04,1.01,9.049999999999999
2.22,2.65,4.87
0.38,4.73,5.11
3.93,6.84,10.77
1.46,0.44,1.9
4.96,3.84,8.8
4.79,0.58,5.37
2.21,4.23,6.44
7.82,1.01,8.83
1.9,7.41,9.31
0.37,8.64,9.01
7.28,4.39,11.67
5.65,9.15,14.8
9.52,1.37,10.89
4.8,6.13,10.93
9.0,8.6,17.6
9.68,5.02,14.7
4.79,4.53,9.32
8.45,4.35,12.799999999999999
6.82,9.37,16.189999999999998
2.93,3.87,6.800000000000001
3.22,7.07,10.290000000000001
1.38,0.51,1.89
5.2,9.26,14.46
4.81,0.27,5.08
8.67,7.46,16.13
8.74,6.04,14.780000000000001
7.8,9.04,16.84
6.6,1.28,7.88
5.65,5.75,11.4
4.87,3.76,8.629999999999999
2.05,1.66,3.71
6.13,2.21,8.34
0.86,6.97,7.83
4.4,4.63,9.030000000000001
8.77,2.89,11.66
3.37,3.36,6.73
9.19,5.84,15.03
2.05,5.17,7.22
1.73,2.87,4.6
2.71,6.12,8.83
6.55,1.95,8.5
1.83,7.86,9.690000000000001
2.06,2.41,4.470000000000001
2.87,1.15,4.02
5.99,9.51,15.5
9.65,3.25,12.9
8.2,7.2,15.399999999999999
1.11,1.23,2.34
5.09,5.2,10.29
2.56,7.92,10.48
8.45,9.73,18.18
3.11,6.69,9.8
4.6,2.53,7.129999999999999
8.34,8.65,16.990000000000002
8.97,7.42,16.39
9.66,3.05,12.71
9.09,9.31,18.4
7.73,0.45,8.18
3.07,1.83,4.9
2.38,1.26,3.6399999999999997
4.85,0.41,5.26
4.54,6.84,11.379999999999999
6.65,4.38,11.030000000000001
2.87,8.91,11.780000000000001
8.3,9.1,17.4
4.91,1.77,6.68
7.04,9.72,16.76
1.75,3.37,5.12
4.14,9.48,13.620000000000001
7.91,9.81,17.72
4.75,7.36,12.11
5.2,2.3,7.5
0.29,5.43,5.72
4.79,5.78,10.57
0.62,0.17,0.79
5.97,6.59,12.559999999999999
2.6,2.11,4.71
1.62,2.73,4.35
4.62,2.69,7.3100000000000005
9.0,3.07,12.07
1.0,8.43,9.43
4.92,9.91,14.83
6.71,3.07,9.78
8.87,6.88,15.75
1.34,1.31,2.6500000000000004
5.04,2.21,7.25
0.4,6.42,6.82
2.51,5.82,8.33
0.92,3.89,4.8100000000000005
7.95,3.23,11.18
2.1,1.47,3.5700000000000003
1.14,2.48,3.62
7.21,2.59,9.8
0.67,3.95,4.62
3.3,9.67,12.969999999999999
4.36,2.75,7.11
0.21,0.62,0.83
9.02,7.56,16.58
7.8,0.11,7.91
7.53,0.14,7.67
2.38,1.36,3.74
8.47,2.93,11.4
3.17,7.36,10.530000000000001
4.49,7.34,11.83
0.38,7.29,7.67
4.72,8.88,13.600000000000001
0.98,7.3,8.28
2.67,2.35,5.02
3.32,6.49,9.81
7.31,9.82,17.13
5.52,4.63,10.149999999999999
4.61,7.99,12.600000000000001
6.73,1.36,8.09
9.86,0.57,10.43
9.12,1.01,10.129999999999999
3.48,9.69,13.17
5.94,2.99,8.93
8.63,2.37,11.0
7.58,7.45,15.030000000000001
5.3,6.63,11.93
0.31,3.09,3.4
8.54,2.2,10.739999999999998
4.77,9.16,13.93
5.48,8.0,13.48
5.63,6.99,12.620000000000001
5.3,6.68,11.98
9.01,6.2,15.21
3.94,5.11,9.05
5.4,6.99,12.39
3.54,3.74,7.28
9.8,0.62,10.42
9.66,0.96,10.620000000000001
0.25,5.64,5.89
9.62,4.46,14.079999999999998
8.64,9.58,18.22
1.55,4.21,5.76
7.87,2.12,9.99
0.54,2.81,3.35
9.69,3.0,12.69
3.57,2.93,6.5
2.55,1.92,4.47
0.61,5.66,6.2700000000000005
3.55,3.08,6.63
8.43,0.2,8.629999999999999
2.42,5.39,7.81
7.89,0.66,8.549999999999999
6.28,9.62,15.899999999999999
6.41,1.57,7.98
7.74,7.4,15.14
4.28,9.7,13.98
4.34,1.07,5.41
5.92,1.45,7.37
4.77,5.36,10.129999999999999
9.85,0.42,10.27
0.93,9.77,10.7
6.01,5.12,11.129999999999999
9.75,2.51,12.26
7.77,7.02,14.79
8.71,7.11,15.82
2.49,7.59,10.08
6.73,5.39,12.120000000000001
1.21,2.69,3.9
3.27,6.35,9.62
5.69,1.71,7.4
0.2,4.89,5.09
5.05,8.18,13.23
9.61,5.46,15.07
2.11,7.04,9.15
6.21,2.26,8.469999999999999
0.31,4.76,5.069999999999999
6.26,2.83,9.09
7.66,1.47,9.13
2.54,6.25,8.79
7.37,4.39,11.76
5.64,4.44,10.08
4.14,9.82,13.96
6.47,1.43,7.8999999999999995
6.04,1.27,7.3100000000000005
0.15,2.5,2.65
1.01,7.96,8.97
5.99,1.72,7.71
6.24,3.56,9.8
0.2,1.1,1.3
9.84,0.56,10.4
8.68,9.66,18.34
9.82,2.82,12.64
6.08,9.7,15.78
1.34,4.73,6.07
1.58,5.71,7.29
1.84,5.48,7.32
8.23,8.89,17.12
8.46,8.97,17.43
4.85,3.75,8.6
5.56,4.42,9.98
6.05,4.19,10.24
4.75,4.8,9.55
1.85,2.61,4.46
7.3,4.77,12.07
8.15,7.78,15.93
1.51,5.68,7.1899999999999995
7.93,8.51,16.439999999999998
4.85,3.33,8.18
1.33,8.84,10.17
0.42,5.11,5.53
1.37,8.51,9.879999999999999
6.2,6.85,13.05
3.06,0.82,3.88
3.01,5.07,8.08
8.81,3.15,11.96
1.8,9.02,10.82
8.25,6.64,14.89
8.56,7.03,15.59
4.54,3.54,8.08
1.25,4.32,5.57
3.68,9.36,13.04
3.54,0.38,3.92
2.14,7.95,10.09
5.09,2.73,7.82
2.91,2.73,5.640000000000001
8.68,3.59,12.27
0.73,5.13,5.859999999999999
1.76,6.78,8.540000000000001
9.89,0.99,10.88
4.06,3.27,7.33
0.2,7.98,8.18
8.58,8.31,16.89
8.66,2.97,11.63
3.83,7.58,11.41
5.03,8.94,13.969999999999999
2.11,2.14,4.25
9.87,0.44,10.309999999999999
7.49,6.54,14.030000000000001
2.22,7.75,9.97
1.5,2.49,3.99
2.52,2.93,5.45
5.1,8.21,13.31
3.36,9.4,12.76
3.17,8.11,11.28
5.77,2.33,8.1
4.34,5.01,9.35
8.52,0.31,8.83
8.17,6.82,14.99
2.57,8.39,10.96
2.08,3.24,5.32
8.96,1.56,10.520000000000001
6.71,8.44,15.149999999999999
6.47,8.91,15.379999999999999
2.28,0.86,3.1399999999999997
8.45,7.73,16.18
3.12,2.16,5.28
1.6,9.37,10.969999999999999
6.3,6.81,13.11
0.08,8.81,8.89
7.54,7.36,14.9
3.61,4.14,7.75
6.82,3.88,10.7
5.41,9.12,14.53
6.44,6.4,12.84
9.6,1.5,11.1
4.26,9.74,14.0
4.24,2.82,7.0600000000000005
0.31,0.6,0.9099999999999999
8.47,4.56,13.030000000000001
2.57,6.65,9.22
4.26,9.19,13.45
2.45,8.0,10.45
5.19,3.01,8.2
8.67,9.33,18.0
0.89,1.34,2.23
4.78,8.12,12.899999999999999
5.7,2.29,7.99
6.86,9.97,16.830000000000002
0.97,1.74,2.71
4.4,9.57,13.97
6.96,2.13,9.09
8.28,4.27,12.549999999999999
7.35,1.15,8.5
7.54,0.06,7.6
6.95,6.37,13.32
4.06,5.32,9.379999999999999
2.37,3.73,6.1
8.22,4.43,12.65
0.47,5.92,6.39
3.99,8.42,12.41
6.66,4.08,10.74
5.72,1.68,7.3999999999999995
4.61,3.85,8.46
8.57,7.56,16.13
1.33,5.62,6.95
9.46,4.38,13.84
9.22,8.71,17.93
8.38,0.03,8.41
9.7,9.09,18.79
5.79,5.89,11.68
2.97,1.89,4.86
3.89,5.07,8.96
1.29,1.31,2.6
9.32,0.53,9.85
1.45,1.84,3.29
3.74,6.96,10.7
6.4,7.31,13.71
8.04,1.43,9.469999999999999
8.26,6.64,14.899999999999999
3.09,4.87,7.96
9.2,4.09,13.29
7.65,7.59,15.24
3.31,3.71,7.02
3.6,4.76,8.36
8.97,8.9,17.87
2.49,2.49,4.98
9.08,4.51,13.59
1.16,9.47,10.63
3.65,2.32,5.97
9.26,0.96,10.219999999999999
1.1,2.01,3.11
6.23,2.24,8.47
2.13,2.98,5.109999999999999
6.88,7.96,14.84
1.93,2.12,4.05
7.41,8.66,16.07
2.38,5.34,7.72
3.67,6.47,10.14
9.86,2.75,12.61
0.27,9.77,10.04
0.79,8.58,9.370000000000001
0.55,4.14,4.6899999999999995
0.67,9.64,10.31
9.79,3.32,13.11
3.16,4.27,7.43
7.16,4.74,11.9
2.35,4.9,7.25
1.22,2.64,3.8600000000000003
4.54,5.04,9.58
5.29,6.32,11.61
9.6,8.26,17.86
3.18,5.21,8.39
6.36,7.36,13.72
6.28,7.65,13.93
0.85,2.17,3.02
7.19,0.76,7.95
9.5,9.29,18.79
8.37,8.25,16.619999999999997
0.52,1.34,1.86
4.09,5.17,9.26
3.37,5.54,8.91
2.26,8.26,10.52
8.72,0.37,9.09
2.8,9.86,12.66
0.87,3.98,4.85
5.08,1.28,6.36
0.6,4.7,5.3
8.29,4.74,13.03
2.7,1.57,4.2700000000000005
5.68,7.89,13.57
6.08,7.07,13.15
4.15,7.23,11.38
1.23,5.79,7.02
1.08,9.54,10.62
2.47,1.48,3.95
9.83,9.87,19.7
8.62,2.08,10.7
9.18,4.81,13.989999999999998
0.0,7.18,7.18
2.56,6.47,9.03
2.65,5.0,7.65
9.9,4.56,14.46
6.18,1.06,7.24
3.59,8.54,12.129999999999999
6.26,3.72,9.98
7.5,1.03,8.53
0.26,6.14,6.3999999999999995
8.66,9.02,17.68
1.13,4.31,5.4399999999999995
5.58,9.29,14.87
6.64,2.24,8.879999999999999
9.77,5.52,15.29
3.24,5.15,8.39
9.8,8.03,17.83
6.44,7.88,14.32
8.29,9.78,18.07
4.75,0.93,5.68
8.52,8.34,16.86
4.67,0.07,4.74
1.18,3.33,4.51
8.29,8.17,16.46
8.39,6.05,14.440000000000001
5.13,0.39,5.52
2.9,1.87,4.77
7.76,4.73,12.49
9.97,9.21,19.18
8.57,5.26,13.83
4.46,3.28,7.74
3.31,4.94,8.25
5.16,1.28,6.44
3.86,8.33,12.19
8.46,6.61,15.07
9.63,5.18,14.81
7.81,6.62,14.43
2.83,7.98,10.81
4.91,6.96,11.870000000000001
2.86,6.8,9.66
5.0,5.79,10.79
9.55,8.13,17.68
3.84,6.44,10.280000000000001
8.63,5.82,14.450000000000001
7.08,3.48,10.56
3.26,5.83,9.09
8.12,8.93,17.049999999999997
4.74,6.03,10.77
5.54,3.76,9.3
1.12,8.05,9.170000000000002
5.67,3.73,9.4
7.96,3.24,11.2
9.64,5.88,15.52
6.05,2.32,8.37
6.58,4.47,11.05
7.13,2.98,10.11
5.62,7.65,13.27
5.37,5.56,10.93
3.66,4.2,7.86
5.22,4.28,9.5
3.54,7.27,10.809999999999999
3.49,6.94,10.43
3.98,1.89,5.87
4.48,1.75,6.23
0.12,8.14,8.26
1.67,4.07,5.74
1.39,1.35,2.74
0.44,2.54,2.98
9.02,4.12,13.14
4.05,1.45,5.5
7.25,0.11,7.36
2.44,0.06,2.5
6.67,5.63,12.3
7.87,4.37,12.24
9.14,1.23,10.370000000000001
9.04,5.95,14.989999999999998
8.33,7.43,15.76
5.98,4.35,10.33
5.0,7.04,12.04
0.26,7.74,8.0
5.36,0.65,6.010000000000001
3.19,6.55,9.74
2.48,2.68,5.16
2.86,6.5,9.36
9.49,0.55,10.040000000000001
1.74,3.66,5.4
3.99,6.34,10.33
8.16,9.54,17.7
1.89,5.24,7.13
6.95,9.6,16.55
7.14,2.12,9.26
1.17,2.14,3.31
8.16,4.64,12.8
5.66,6.92,12.58
7.06,1.31,8.37
2.92,6.14,9.059999999999999
3.53,2.16,5.6899999999999995
1.24,3.28,4.52
3.71,9.41,13.120000000000001
3.26,2.68,5.9399999999999995
6.79,6.74,13.530000000000001
8.2,2.49,10.69
7.79,1.28,9.07
2.28,3.52,5.8
9.88,9.32,19.200000000000003
0.16,3.64,3.8000000000000003
9.03,9.14,18.17
8.61,7.85,16.46
4.06,2.33,6.39
8.84,1.87,10.71
1.17,4.97,6.14
3.78,8.51,12.29
9.25,4.57,13.82
2.39,4.47,6.859999999999999
2.19,3.73,5.92
7.88,4.9,12.780000000000001
7.53,5.28,12.81
3.48,7.26,10.74
8.76,8.33,17.09
1.43,9.95,11.379999999999999
2.5,1.06,3.56
6.09,8.03,14.12
6.65,4.56,11.21
3.72,6.1,9.82
6.41,3.41,9.82
2.08,1.53,3.6100000000000003
0.93,5.8,6.7299999999999995
9.26,6.59,15.85
9.46,6.04,15.5
7.49,4.04,11.530000000000001
9.91,8.97,18.880000000000003
8.06,2.28,10.34
3.46,0.09,3.55
5.88,4.61,10.49
5.41,8.3,13.71
9.42,3.93,13.35
8.76,7.88,16.64
0.18,2.37,2.5500000000000003
2.3,8.33,10.629999999999999
1.67,9.62,11.29
1.88,2.94,4.82
7.89,0.34,8.23
8.49,3.14,11.63
1.47,1.42,2.8899999999999997
4.28,1.22,5.5
2.23,6.43,8.66
8.56,1.02,9.58
8.31,0.09,8.4
8.29,1.7,9.989999999999998
2.06,2.41,4.470000000000001
5.53,2.31,7.84
9.98,7.21,17.19
1.39,1.75,3.1399999999999997
5.01,4.7,9.71
6.82,1.34,8.16
8.48,3.76,12.24
2.09,0.74,2.83
1.09,1.75,2.84
4.16,2.3,6.46
4.19,6.22,10.41
3.52,2.05,5.57
2.81,2.12,4.93
5.16,7.72,12.879999999999999
5.1,9.83,14.93
3.03,3.49,6.52
8.49,2.06,10.55
7.33,1.79,9.120000000000001
6.36,5.76,12.120000000000001
9.88,1.8,11.680000000000001
0.36,7.1,7.46
9.11,5.29,14.399999999999999
8.19,5.1,13.29
0.1,8.16,8.26
5.76,5.42,11.18
0.58,1.51,2.09
2.23,9.03,11.26
3.81,6.52,10.33
5.99,3.08,9.07
3.15,0.85,4.0
8.75,9.42,18.17
1.48,9.86,11.34
4.35,0.45,4.8
8.23,4.94,13.170000000000002
4.36,7.88,12.24
5.59,1.22,6.81
5.49,8.29,13.78
4.48,3.66,8.14
8.15,8.25,16.4
0.35,0.89,1.24
7.31,7.09,14.399999999999999
8.93,3.35,12.28
7.08,6.91,13.99
4.39,6.08,10.469999999999999
2.97,6.84,9.81
3.11,3.86,6.97
3.27,0.26,3.5300000000000002
8.99,8.87,17.86
5.68,5.91,11.59
1.55,7.13,8.68
4.97,2.47,7.4399999999999995
5.97,8.33,14.3
1.58,4.26,5.84
7.27,3.39,10.66
4.75,6.2,10.95
2.46,1.87,4.33
2.58,5.64,8.219999999999999
0.62,9.44,10.059999999999999
8.39,6.48,14.870000000000001
2.92,7.91,10.83
5.98,7.41,13.39
0.96,2.5,3.46
4.19,9.55,13.740000000000002
4.35,9.96,14.31
6.55,1.68,8.23
6.27,6.27,12.54
8.87,4.16,13.03
8.66,8.84,17.5
5.66,9.5,15.16
1.98,1.54,3.52
6.28,6.43,12.71
4.75,3.4,8.15
7.94,5.68,13.620000000000001
7.5,0.17,7.67
5.44,0.48,5.92
7.42,6.07,13.49
3.35,9.73,13.08
9.33,5.15,14.48
5.93,8.35,14.28
2.71,5.97,8.68
1.84,6.06,7.8999999999999995
7.49,6.34,13.83
7.93,5.72,13.649999999999999
4.41,7.2,11.61
5.01,5.71,10.719999999999999
4.12,7.53,11.65
6.57,8.41,14.98
7.84,7.9,15.74
3.63,6.37,10.0
3.5,4.03,7.53
7.52,9.65,17.17
1.28,4.86,6.140000000000001
1.73,4.72,6.449999999999999
9.58,4.69,14.27
8.83,4.41,13.24
2.01,7.3,9.309999999999999
0.75,6.27,7.02
4.32,1.91,6.23
5.47,7.07,12.54
6.53,6.82,13.350000000000001
8.89,1.68,10.57
4.34,7.47,11.809999999999999
0.66,9.76,10.42
8.5,2.19,10.69
7.58,9.39,16.97
8.29,0.4,8.69
6.28,7.61,13.89
7.67,8.07,15.74
0.26,7.93,8.19
3.08,1.43,4.51
3.44,6.38,9.82
9.51,7.59,17.1
3.1,4.22,7.32
0.91,4.72,5.63
2.55,7.04,9.59
2.64,6.97,9.61
9.76,1.12,10.879999999999999
9.52,7.37,16.89
2.95,3.67,6.62
3.61,3.46,7.07
1.86,7.07,8.93
2.92,2.96,5.88
9.56,9.69,19.25
9.98,9.44,19.42
4.99,0.59,5.58
5.25,8.92,14.17
5.86,6.65,12.510000000000002
4.86,7.95,12.81
7.76,3.49,11.25
3.45,9.95,13.399999999999999
1.01,5.71,6.72
9.89,9.89,19.78
9.76,1.38,11.14
2.17,1.7,3.87
6.18,6.73,12.91
1.66,6.77,8.43
4.36,3.53,7.890000000000001
3.05,1.35,4.4
3.83,8.5,12.33
7.44,4.12,11.56
9.98,3.88,13.86
1.49,4.06,5.55
1.39,7.78,9.17
4.88,0.87,5.75
8.93,6.62,15.55
6.41,8.22,14.63
0.52,0.44,0.96
8.78,0.86,9.639999999999999
7.67,7.73,15.4
7.04,8.26,15.3
8.65,7.81,16.46
1.47,5.14,6.609999999999999
0.02,7.69,7.71
9.06,9.55,18.61
5.06,2.35,7.41
4.96,8.44,13.399999999999999
5.53,8.42,13.95
2.72,3.06,5.78
1.19,5.12,6.3100000000000005
0.13,2.76,2.8899999999999997
3.19,9.94,13.129999999999999
2.49,7.18,9.67
4.6,1.45,6.05
6.76,3.51,10.27
2.81,2.73,5.54
3.96,9.03,12.989999999999998
5.52,6.77,12.29
5.65,3.58,9.23
7.16,9.08,16.240000000000002
0.21,1.67,1.88
9.03,3.99,13.02
9.31,5.13,14.440000000000001
8.24,7.23,15.47
7.63,7.57,15.2
3.33,7.57,10.9
4.66,2.27,6.93
0.54,5.68,6.22
2.67,7.11,9.780000000000001
5.14,8.81,13.95
1.86,5.59,7.45
4.43,1.63,6.06
2.5,7.86,10.36
2.93,0.14,3.0700000000000003
9.22,0.5,9.72
2.36,8.69,11.049999999999999
5.18,8.67,13.85
1.04,0.67,1.71
6.91,3.26,10.17
6.35,9.34,15.69
3.39,5.52,8.91
6.97,3.28,10.25
0.06,6.3,6.359999999999999
2.93,2.39,5.32
1.63,1.71,3.34
7.51,3.11,10.62
3.57,8.83,12.4
7.99,0.82,8.81
1.94,9.3,11.24
7.74,5.88,13.620000000000001
9.13,7.1,16.23
5.87,5.96,11.83
3.79,7.35,11.14
6.37,1.16,7.53
3.11,6.54,9.65
0.37,6.3,6.67
5.25,3.33,8.58
6.33,0.44,6.7700000000000005
5.35,0.17,5.52
0.99,8.96,9.950000000000001
5.56,6.03,11.59
0.52,8.18,8.7
8.9,3.99,12.89
9.9,0.77,10.67
7.1,3.83,10.93
8.06,1.83,9.89
5.93,5.29,11.219999999999999
1.4,1.81,3.21
8.51,3.09,11.6
7.96,8.41,16.37
1.5,4.3,5.8
3.05,5.08,8.129999999999999
5.17,8.19,13.36
0.5,6.3,6.8
2.85,3.26,6.109999999999999
6.93,9.38,16.310000000000002
3.31,8.25,11.56
7.45,0.75,8.2
9.38,1.23,10.610000000000001
1.53,1.17,2.7
6.63,9.35,15.98
4.08,4.45,8.530000000000001
2.95,5.87,8.82
3.97,1.68,5.65
9.63,7.57,17.200000000000003
6.79,9.2,15.989999999999998
2.44,7.28,9.72
5.97,3.89,9.86
1.13,0.41,1.5399999999999998
8.89,4.48,13.370000000000001
5.7,8.06,13.760000000000002
8.69,6.85,15.54
7.59,9.76,17.35
9.91,9.27,19.18
1.3,0.96,2.26
0.45,7.51,7.96
7.8,3.39,11.19
0.99,6.26,7.25
1.11,0.07,1.1800000000000002
2.73,1.94,4.67
7.42,4.59,12.01
2.22,8.83,11.05
4.63,0.74,5.37
0.01,1.11,1.12
2.21,5.23,7.44
0.72,1.87,2.59
5.55,8.49,14.04
5.52,2.17,7.6899999999999995
4.6,8.53,13.129999999999999
8.01,4.96,12.969999999999999
5.0,4.65,9.65
9.74,6.47,16.21
2.95,3.16,6.11
3.7,1.46,5.16
5.31,5.45,10.76
2.0,2.11,4.109999999999999
8.78,2.4,11.18
8.32,8.71,17.03
7.49,2.38,9.870000000000001
3.11,8.36,11.469999999999999
4.89,7.81,12.7
2.4,9.91,12.31
2.63,7.4,10.030000000000001
4.7,5.45,10.15
5.32,3.96,9.280000000000001
0.94,1.13,2.07
3.58,5.11,8.690000000000001
3.41,0.0,3.41
8.75,1.73,10.48
4.05,5.28,9.33
7.02,3.06,10.08
2.67,0.68,3.35
0.77,5.08,5.85
4.44,9.21,13.650000000000002
4.34,1.12,5.46
9.35,6.9,16.25
6.82,0.02,6.84
3.67,3.32,6.99
5.57,5.47,11.04
3.01,8.02,11.03
3.46,8.93,12.39
